penghasilan,usia,pekerjaan,kondisi_rumah,label
2300000,64,1,0,1
1600000,30,1,0,1
2700000,39,1,0,1
200000,60,0,2,1
100000,71,0,1,1
2300000,74,1,2,1
3100000,65,2,2,0
2600000,25,1,0,1
5000000,51,2,0,0
7500000,60,2,0,1
1400000,37,0,2,1
10300000,41,3,2,0
2700000,72,1,1,1
1500000,34,1,1,0
1900000,28,1,1,1
6400000,65,2,1,1
3700000,45,2,0,1
10800000,69,3,0,0
27000000,52,4,1,0
1200000,68,1,2,1
15400000,28,4,1,0
18200000,51,3,2,0
3900000,33,2,2,0
1200000,23,0,2,1
1600000,47,1,2,1
32100000,33,4,1,0
7900000,68,2,1,1
2700000,39,2,2,0
2600000,53,1,2,0
1700000,39,1,1,1
6900000,64,2,1,0
5900000,35,2,1,0
1300000,57,1,1,1
19600000,42,3,0,1
1500000,37,1,1,1
11800000,55,3,2,0
6900000,72,2,1,0
4800000,43,2,0,1
400000,63,0,0,1
19000000,30,4,0,0
200000,73,0,1,1
1200000,50,0,0,1
8900000,22,3,2,0
3900000,31,2,0,1
6000000,25,2,0,0
800000,19,1,2,1
2300000,46,1,2,0
4800000,25,2,2,0
16600000,57,3,2,0
16100000,50,3,2,0
1900000,47,1,2,1
1400000,36,0,1,1
1700000,17,1,0,1
21900000,39,4,1,0
1500000,65,0,1,1
37000000,68,4,1,0
15300000,52,4,1,0
4700000,42,2,0,1
48000000,41,4,1,0
1300000,57,0,0,1
46300000,68,4,2,0
2800000,64,1,2,0
3200000,71,2,0,1
1100000,57,1,1,1
3000000,56,1,1,1
400000,20,0,2,1
900000,34,0,0,1
15400000,31,4,0,1
3300000,38,2,1,1
40500000,40,4,1,0
1000000,22,0,0,1
35000000,21,4,2,0
1600000,69,1,1,1
700000,41,0,1,1
600000,46,0,2,1
6200000,30,2,1,0
1800000,27,1,2,1
43100000,50,4,0,0
12600000,29,3,1,0
10500000,24,3,0,0
800000,27,1,1,1
7000000,32,2,0,0
17100000,61,3,2,0
19500000,32,4,0,0
13600000,65,3,2,0
2800000,26,1,2,0
400000,48,0,0,1
7000000,58,2,1,0
6600000,29,2,0,0
1200000,33,1,0,1
5500000,35,2,2,0
2600000,28,1,2,0
38900000,34,4,2,0
3000000,21,2,2,0
1600000,51,1,1,1
47600000,49,4,1,0
1100000,66,0,2,1
18200000,59,4,2,0
2400000,60,1,1,1
2700000,35,1,1,1
1100000,23,1,2,1
400000,28,0,0,1
3200000,23,2,0,1
34800000,59,4,1,0
11500000,20,3,1,0
6800000,17,3,0,0
19000000,46,4,2,0
6700000,73,2,1,0
17900000,69,4,2,0
200000,70,0,1,1
2400000,23,1,0,1
4400000,29,2,0,1
2600000,57,1,0,1
4600000,64,2,0,1
14100000,60,3,1,0
7600000,23,2,0,0
4500000,49,2,1,1
5800000,45,2,1,0
4000000,71,2,1,1
16000000,69,3,2,0
2600000,51,1,0,1
7900000,64,2,1,1
4800000,42,2,0,1
2700000,18,1,2,1
800000,36,1,0,1
800000,66,1,2,1
5200000,52,2,2,0
1100000,19,1,1,1
1600000,40,1,2,1
1700000,22,1,2,1
1000000,63,1,1,1
2300000,69,1,2,1
19800000,55,4,2,0
44500000,41,4,0,0
32100000,39,4,1,0
700000,64,0,2,1
1200000,20,0,1,1
2500000,53,1,0,1
10600000,26,3,0,0
4800000,65,2,2,0
700000,44,0,1,1
1200000,38,1,0,1
17500000,52,4,1,0
5200000,44,2,2,0
2300000,52,1,0,1
19600000,29,3,2,0
41800000,32,4,0,1
37000000,37,4,2,0
300000,59,0,1,1
1400000,37,1,1,1
900000,27,0,1,1
37600000,56,4,0,1
26900000,29,4,2,0
19300000,24,4,2,0
8700000,72,3,1,1
7800000,36,3,1,0
1400000,64,1,2,1
5300000,65,2,1,0
8600000,61,3,2,0
5700000,74,2,2,0
1300000,20,1,1,1
11900000,20,3,1,0
200000,41,0,2,1
14200000,72,3,0,1
14800000,31,3,1,0
7500000,74,3,1,1
18600000,22,3,0,1
5500000,62,2,0,1
3900000,38,2,1,1
800000,39,1,2,1
12700000,32,3,2,0
800000,73,0,1,1
16500000,52,4,1,0
2000000,59,1,0,1
5300000,60,2,2,0
10800000,43,3,0,0
3900000,75,2,2,0
2800000,30,2,2,0
6300000,68,2,0,0
3000000,62,1,2,0
7800000,66,2,0,1
9000000,37,3,0,0
21000000,28,4,1,0
800000,65,1,1,1
4600000,36,2,1,1
47600000,64,4,1,1
1100000,25,1,0,1
11800000,55,3,2,0
10900000,31,3,2,1
1500000,25,0,2,0
6500000,58,2,1,1
5100000,47,2,0,1
900000,43,1,0,1
3400000,64,2,2,0
25400000,21,4,0,0
7500000,56,2,1,0
7600000,32,2,1,0
1200000,63,0,1,1
44200000,55,4,2,0
5900000,50,3,0,1
17100000,73,4,0,0
6700000,19,2,2,0
47200000,20,4,0,0
7600000,36,2,1,0
3800000,56,2,0,1
2200000,70,1,2,1
40600000,24,4,0,0
18900000,25,3,1,0
2100000,28,2,1,1
10100000,73,3,1,1
3000000,58,1,2,0
8100000,22,3,0,0
14200000,22,3,2,0
41100000,56,4,0,1
2200000,66,2,0,1
8800000,27,3,0,1
6300000,43,3,1,0
37800000,35,4,2,0
1400000,17,1,2,1
1400000,48,0,1,1
1500000,32,0,0,1
4900000,43,2,1,1
5100000,32,3,2,0
19200000,69,3,0,1
900000,58,1,1,1
900000,38,0,0,1
3100000,27,2,2,0
19600000,67,3,2,0
6700000,54,2,1,0
900000,37,0,1,1
18400000,65,4,1,0
900000,47,0,0,1
1800000,50,1,1,1
10300000,56,3,0,1
47200000,50,4,0,0
12300000,44,3,2,0
2400000,53,1,2,1
2700000,53,1,1,1
17700000,48,3,0,0
3000000,35,1,0,1
1400000,57,0,0,1
2700000,43,1,1,1
2500000,68,1,2,1
10100000,61,3,1,0
900000,36,0,2,1
15300000,24,4,2,0
6600000,53,2,2,0
23900000,29,4,1,0
17200000,75,3,1,0
8400000,47,3,0,0
7700000,38,2,1,0
7900000,64,2,0,0
2600000,63,1,2,1
2100000,30,2,2,0
33100000,21,4,0,0
1000000,41,0,2,1
2600000,55,1,1,1
900000,62,0,1,1
2100000,22,1,1,1
2200000,70,1,1,1
1300000,24,1,1,1
25300000,75,4,0,1
1500000,74,0,2,1
2300000,63,1,2,1
1200000,66,1,0,1
6300000,25,2,0,0
4400000,62,2,2,1
900000,60,1,2,1
2200000,73,1,0,1
48700000,64,4,1,1
30900000,57,4,0,1
1700000,34,1,2,1
6200000,24,2,1,1
1100000,17,1,2,1
600000,51,0,1,1
1200000,62,1,1,1
1000000,36,1,2,0
4800000,20,2,0,1
6200000,23,3,1,1
4500000,28,2,2,0
16400000,56,3,1,0
25100000,62,4,2,0
1400000,53,0,0,1
38900000,23,4,1,0
16900000,47,3,0,0
2700000,33,1,1,1
13400000,67,3,1,0
200000,47,0,0,1
7400000,27,2,1,0
19700000,25,3,2,0
20400000,37,4,2,0
30400000,51,4,1,0
3500000,56,2,0,1
4400000,21,2,1,1
16000000,67,3,1,0
2500000,61,1,0,1
6900000,64,3,2,0
2700000,54,2,2,0
2600000,69,2,1,1
2400000,55,2,0,1
14700000,37,3,1,0
200000,30,0,0,1
47500000,68,4,0,0
8800000,45,3,2,0
19700000,45,3,0,0
1700000,53,1,2,1
6500000,75,2,1,0
5200000,56,3,2,0
1700000,20,1,1,1
0,62,0,2,1
1100000,72,1,1,1
2100000,61,1,2,1
3000000,41,1,1,1
3300000,59,2,0,1
2500000,41,1,1,1
1700000,72,1,2,1
200000,58,0,0,1
6200000,44,2,0,1
15600000,72,3,1,0
15800000,56,3,0,1
5500000,69,2,1,1
1300000,44,1,2,1
7400000,63,2,0,1
2100000,51,1,2,1
1500000,62,0,1,1
6400000,22,2,0,0
7400000,65,2,1,1
200000,32,0,1,1
